challenge	difficulty	qubits	method	method_family	source_sessions	run_id	status	source_path	worktree	commit	backend	shots	max_bond	seed	ordering	seconds	notes
48_31	moderate	48	collector_snapshot	collector	quantum_peak_session	collector_selected:48_31	unknown	research/quantum_peak_session/results/current_candidates/CANDIDATES.tsv	quantum-junction	a6e43e8							selected from quimb_cpu_all
48_31	moderate	48	quimb_cpu_all	quimb	tree_tensor_sim_session	challenge-48_31.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-48_31.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	1024	512	20260605	weighted_spectral	5286.312591393944	graph_ordered_mps_fallback
48_31	moderate	48	quimb_cpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:48_31:1	unknown	outputs/tree_tensor_sim/all_cpu/json/challenge-48_31.quimb_tree_graph_mps.json	quantum-junction	801d2ef			2145			5286.312591393944	collector priority 80
48_31	moderate	48	quimb_fast_cpu	quimb	tree_tensor_sim_session	challenge-48_31.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/fast_cpu/json/challenge-48_31.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260606	weighted_spectral		graph_ordered_mps_fallback
48_31	moderate	48	quimb_mst_cpu	quimb	tree_tensor_sim_session	challenge-48_31.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/mst_cpu/json/challenge-48_31.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260608	mst_dfs		graph_ordered_mps_fallback
48_31	moderate	48	quimb_rcm_cpu	quimb	tree_tensor_sim_session	challenge-48_31.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/rcm_cpu/json/challenge-48_31.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	512	128	20260607	rcm	1407.8044407148845	graph_ordered_mps_fallback
48_31	moderate	48	quimb_rcm_cpu	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:48_31:2	unknown	outputs/tree_tensor_sim/rcm_cpu/json/challenge-48_31.quimb_tree_graph_mps.json	quantum-junction	801d2ef			2101			1407.8044407148845	collector priority 55
48_31	moderate	48	tno_contract_core_cpu	tno	tno_contract_core_cpu	challenge-48_31.tno	started	outputs/tno_sim_cpu/json/challenge-48_31.tno.json	quantum-junction	6a48044	numpy		32				local-late
48_32	moderate	48	aer_mps_adaptive_sweep	mps	mps_adaptive_sweep	adaptive_sweep_aggregate	ok	agent_work/mps_adaptive_sweep/report/tables/mps_adaptive_summary.tsv	quantum-junction	fc4f546		32768	128				classification=stable_mps; completed=6/6; exact_match=False; matches_previous=True; settings=baseline:4096/bd64x2; bond_probe:4096/bd128x2; more_shots:8192/bd64x2
48_32	moderate	48	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-48_32.tree_tensor_mps:trial1:rcm:bd64:seed20260605	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-48_32.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260605	rcm	59.38541361899115	graph_ordered_mps_fallback
48_32	moderate	48	algebraic_simplify_cxswap	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=451; snapped=815
48_32	moderate	48	algebraic_simplify_swaponly	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=451; snapped=815
48_32	moderate	48	collector_snapshot	collector	tree_tensor_sim_session	collector_selected:48_32	unknown	research/tree_tensor_sim_session/artifacts/collector/CANDIDATES.tsv	quantum-junction	801d2ef							selected from quimb_cpu_all
48_32	moderate	48	collector_snapshot	collector	quantum_peak_session	collector_selected:48_32	unknown	research/quantum_peak_session/results/current_candidates/CANDIDATES.tsv	quantum-junction	a6e43e8							selected from quimb_cpu_all
48_32	moderate	48	quimb_cpu_all	quimb	tree_tensor_sim_session	challenge-48_32.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-48_32.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	1024	512	20260605	weighted_spectral	6627.036273923935	graph_ordered_mps_fallback
48_32	moderate	48	quimb_cpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:48_32:1	unknown	outputs/tree_tensor_sim/all_cpu/json/challenge-48_32.quimb_tree_graph_mps.json	quantum-junction	801d2ef			1742			6627.036273923935	collector priority 80
48_32	moderate	48	quimb_fast_cpu	quimb	tree_tensor_sim_session	challenge-48_32.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/fast_cpu/json/challenge-48_32.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260606	weighted_spectral		graph_ordered_mps_fallback
48_32	moderate	48	quimb_mst_cpu	quimb	tree_tensor_sim_session	challenge-48_32.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/mst_cpu/json/challenge-48_32.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260608	mst_dfs		graph_ordered_mps_fallback
48_32	moderate	48	quimb_rcm_cpu	quimb	tree_tensor_sim_session	challenge-48_32.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/rcm_cpu/json/challenge-48_32.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	512	128	20260607	rcm	1639.386163600022	graph_ordered_mps_fallback
48_32	moderate	48	quimb_rcm_cpu	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:48_32:2	unknown	outputs/tree_tensor_sim/rcm_cpu/json/challenge-48_32.quimb_tree_graph_mps.json	quantum-junction	801d2ef			433			1639.386163600022	collector priority 55
48_36	hard	48	aer_mps_adaptive_sweep	mps	mps_adaptive_sweep	adaptive_sweep_aggregate	ok	agent_work/mps_adaptive_sweep/report/tables/mps_adaptive_summary.tsv	quantum-junction	fc4f546		335872	128				classification=flat_low_support; completed=8/8; exact_match=False; matches_previous=False; settings=bond_confirm:32768/bd128x2; high_shots:65536/bd64x4; pilot_repeat:4096/bd64x2
48_36	hard	48	aer_mps_pilot	mps	quantum_peak_session,tree_tensor_sim_session	collector_evidence:48_36:3	unstable_top1_vs_aggregate	agent_work/mps_distill/summaries/pilot_candidates.tsv	quantum-junction	019dc8c							collector priority 40
48_36	hard	48	aer_mps_pilot	mps	tree_tensor_sim_session	mps_distill_pilot	unstable_top1_vs_aggregate	../quantum-junction-tree-tensor/agent_work/mps_distill/summaries/pilot_summary.json	quantum-junction-tree-tensor	019dc8c		4096	64			46.51113828023275	ok_trials=6; expected=6
48_36	hard	48	aer_mps_pilot	mps	quantum_peak_session,tree_tensor_sim_session	mps_distill_pilot	unstable_top1_vs_aggregate	agent_work/mps_distill/summaries/pilot_summary.json	quantum-junction	019dc8c		4096	64			46.51113828023275	ok_trials=6; expected=6
48_36	hard	48	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-48_36.tree_tensor_mps:trial1:rcm:bd64:seed20260605	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-48_36.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260605	rcm	104.24332811823115	graph_ordered_mps_fallback
48_36	hard	48	algebraic_simplify_cxswap	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=778; snapped=974
48_36	hard	48	algebraic_simplify_swaponly	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=778; snapped=974
48_36	hard	48	collector_snapshot	collector	tree_tensor_sim_session	collector_selected:48_36	unknown	research/tree_tensor_sim_session/artifacts/collector/CANDIDATES.tsv	quantum-junction	801d2ef							selected from quimb_gpu_all
48_36	hard	48	collector_snapshot	collector	quantum_peak_session	collector_selected:48_36	unknown	research/quantum_peak_session/results/current_candidates/CANDIDATES.tsv	quantum-junction	a6e43e8							selected from quimb_gpu_all
48_36	hard	48	peaked_mpo_mps	mpo	tree_tensor_sim_session	challenge-48_36.peaked_mpo_mps	started	../quantum-junction-tree-tensor/outputs/peaked_circuit_sim_all/json/challenge-48_36.peaked_mpo_mps.json	quantum-junction-tree-tensor	ebe2a6a			512	123			peaked circuit MPO/MPS marginal candidate
48_36	hard	48	peaked_mpo_mps	mpo	quantum_peak_session,tree_tensor_sim_session	challenge-48_36.peaked_mpo_mps	started	outputs/peaked_circuit_sim_all/json/challenge-48_36.peaked_mpo_mps.json	quantum-junction	ebe2a6a			512	123			peaked circuit MPO/MPS marginal candidate
48_36	hard	48	quimb_cpu_all	quimb	tree_tensor_sim_session	challenge-48_36.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-48_36.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		1024	512	20260605	weighted_spectral		graph_ordered_mps_fallback
48_36	hard	48	quimb_fast_cpu	quimb	tree_tensor_sim_session	challenge-48_36.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/fast_cpu/json/challenge-48_36.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260606	weighted_spectral		graph_ordered_mps_fallback
48_36	hard	48	quimb_gpu_all	quimb	tree_tensor_sim_session	challenge-48_36.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-48_36.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	cuda	1024	512	20260605	weighted_spectral	11122.209334747866	graph_ordered_mps_fallback
48_36	hard	48	quimb_gpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:48_36:1	unknown	outputs/tree_tensor_sim/all/json/challenge-48_36.quimb_tree_graph_mps.json	quantum-junction	801d2ef			1839			11122.209334747866	collector priority 90
48_36	hard	48	quimb_mst_cpu	quimb	tree_tensor_sim_session	challenge-48_36.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/mst_cpu/json/challenge-48_36.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260608	mst_dfs		graph_ordered_mps_fallback
48_36	hard	48	quimb_rcm_cpu	quimb	tree_tensor_sim_session	challenge-48_36.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/rcm_cpu/json/challenge-48_36.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	512	128	20260607	rcm	5019.068430946907	graph_ordered_mps_fallback
48_36	hard	48	quimb_rcm_cpu	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:48_36:2	unknown	outputs/tree_tensor_sim/rcm_cpu/json/challenge-48_36.quimb_tree_graph_mps.json	quantum-junction	801d2ef			128			5019.068430946907	collector priority 55
48_36	hard	48	tno_contract_core_cpu	tno	tno_contract_core_cpu	challenge-48_36.tno	started	outputs/tno_sim_cpu/json/challenge-48_36.tno.json	quantum-junction	6a48044	numpy		32				local-late
48_37	hard	48	aer_mps_adaptive_sweep	mps	mps_adaptive_sweep	adaptive_sweep_aggregate	ok	agent_work/mps_adaptive_sweep/report/tables/mps_adaptive_summary.tsv	quantum-junction	fc4f546		57344	128				classification=flat_low_support; completed=6/6; exact_match=False; matches_previous=False; settings=baseline:4096/bd64x2; bond_probe:8192/bd128x2; more_shots:16384/bd64x2
48_37	hard	48	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-48_37.tree_tensor_mps:trial1:rcm:bd64:seed20260605	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-48_37.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260605	rcm	125.10986560489982	graph_ordered_mps_fallback
48_37	hard	48	algebraic_simplify_cxswap	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=931; snapped=1492
48_37	hard	48	algebraic_simplify_swaponly	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=931; snapped=1492
48_37	hard	48	collector_snapshot	collector	tree_tensor_sim_session	collector_selected:48_37	unknown	research/tree_tensor_sim_session/artifacts/collector/CANDIDATES.tsv	quantum-junction	801d2ef							selected from quimb_gpu_all
48_37	hard	48	collector_snapshot	collector	quantum_peak_session	collector_selected:48_37	unknown	research/quantum_peak_session/results/current_candidates/CANDIDATES.tsv	quantum-junction	a6e43e8							selected from quimb_gpu_all
48_37	hard	48	peaked_mpo_mps	mpo	tree_tensor_sim_session	challenge-48_37.peaked_mpo_mps	started	../quantum-junction-tree-tensor/outputs/peaked_circuit_sim_all/json/challenge-48_37.peaked_mpo_mps.json	quantum-junction-tree-tensor	ebe2a6a			512	123			peaked circuit MPO/MPS marginal candidate
48_37	hard	48	peaked_mpo_mps	mpo	quantum_peak_session,tree_tensor_sim_session	challenge-48_37.peaked_mpo_mps	started	outputs/peaked_circuit_sim_all/json/challenge-48_37.peaked_mpo_mps.json	quantum-junction	ebe2a6a			512	123			peaked circuit MPO/MPS marginal candidate
48_37	hard	48	quimb_cpu_all	quimb	tree_tensor_sim_session	challenge-48_37.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-48_37.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	1024	512	20260605	weighted_spectral	14825.98766003875	graph_ordered_mps_fallback
48_37	hard	48	quimb_cpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:48_37:2	unknown	outputs/tree_tensor_sim/all_cpu/json/challenge-48_37.quimb_tree_graph_mps.json	quantum-junction	801d2ef			512			14825.98766003875	collector priority 80
48_37	hard	48	quimb_fast_cpu	quimb	tree_tensor_sim_session	challenge-48_37.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/fast_cpu/json/challenge-48_37.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260606	weighted_spectral		graph_ordered_mps_fallback
48_37	hard	48	quimb_gpu_all	quimb	tree_tensor_sim_session	challenge-48_37.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-48_37.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	cuda	1024	512	20260605	weighted_spectral	14706.956619238947	graph_ordered_mps_fallback
48_37	hard	48	quimb_gpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:48_37:1	unknown	outputs/tree_tensor_sim/all/json/challenge-48_37.quimb_tree_graph_mps.json	quantum-junction	801d2ef			512			14706.956619238947	collector priority 90
48_37	hard	48	quimb_mst_cpu	quimb	tree_tensor_sim_session	challenge-48_37.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/mst_cpu/json/challenge-48_37.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260608	mst_dfs		graph_ordered_mps_fallback
48_37	hard	48	quimb_rcm_cpu	quimb	tree_tensor_sim_session	challenge-48_37.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/rcm_cpu/json/challenge-48_37.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	512	128	20260607	rcm	7707.789425185183	graph_ordered_mps_fallback
48_37	hard	48	quimb_rcm_cpu	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:48_37:3	unknown	outputs/tree_tensor_sim/rcm_cpu/json/challenge-48_37.quimb_tree_graph_mps.json	quantum-junction	801d2ef			128			7707.789425185183	collector priority 55
48_37	hard	48	tno_contract_core_cpu	tno	tno_contract_core_cpu	challenge-48_37.tno	started	outputs/tno_sim_cpu/json/challenge-48_37.tno.json	quantum-junction	6a48044	numpy		32				local-late
48_42	very_hard	48	aer_mps_adaptive_sweep	mps	mps_adaptive_sweep	adaptive_sweep_aggregate	no_data	agent_work/mps_adaptive_sweep/report/tables/mps_adaptive_summary.tsv	quantum-junction	fc4f546		0					classification=no_data; completed=0/6; exact_match=False; matches_previous=False; settings=
48_42	very_hard	48	algebraic_simplify_cxswap	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=3158; snapped=966
48_42	very_hard	48	algebraic_simplify_swaponly	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=3158; snapped=966
48_42	very_hard	48	peaked_mpo_graph_tns_mpo_test_d512	mpo	mpo_test_d512	challenge-48_42.peaked_mpo_graph_tns	started	outputs/mpo_test_d512/json/challenge-48_42.peaked_mpo_graph_tns.json	quantum-junction	6a48044	numpy	200	512	20260606			mpo_iterative_cancellation_graph_ordering_tree_tns
48_42	very_hard	48	peaked_mpo_graph_tns_mpo_test_d64	mpo	mpo_test_d64	challenge-48_42.peaked_mpo_graph_tns	started	outputs/mpo_test_d64/json/challenge-48_42.peaked_mpo_graph_tns.json	quantum-junction	6a48044	numpy	50	64	20260606			mpo_iterative_cancellation_graph_ordering_tree_tns
48_42	very_hard	48	peaked_mpo_graph_tns_mpo_test_d64_t1	mpo	mpo_test_d64_t1	challenge-48_42.peaked_mpo_graph_tns	started	outputs/mpo_test_d64_t1/json/challenge-48_42.peaked_mpo_graph_tns.json	quantum-junction	6a48044	numpy	10	8	20260606			mpo_iterative_cancellation_graph_ordering_tree_tns
48_42	very_hard	48	peaked_mpo_unswap_gpu	mpo	tree_tensor_sim_session	challenge-48_42.peaked_mpo_unswap	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/peaked_unswap_gpu/json/challenge-48_42.peaked_mpo_unswap.json	quantum-junction-tree-tensor	7b27bc7		1000	8192	20260612			mpo_iterative_cancellation_unswapping
48_42	very_hard	48	quimb_cpu_all	quimb	tree_tensor_sim_session	challenge-48_42.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-48_42.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		1024	512	20260605	weighted_spectral		graph_ordered_mps_fallback
48_42	very_hard	48	quimb_degree_cpu	quimb	tree_tensor_sim_session	challenge-48_42.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/degree_cpu/json/challenge-48_42.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260609	degree		graph_ordered_mps_fallback
48_42	very_hard	48	quimb_fast_cpu	quimb	tree_tensor_sim_session	challenge-48_42.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/fast_cpu/json/challenge-48_42.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260606	weighted_spectral		graph_ordered_mps_fallback
48_42	very_hard	48	quimb_identity_cpu	quimb	tree_tensor_sim_session	challenge-48_42.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/identity_cpu/json/challenge-48_42.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260610	identity		graph_ordered_mps_fallback
48_42	very_hard	48	quimb_mid_cpu	quimb	tree_tensor_sim_session	challenge-48_42.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/mid_cpu/json/challenge-48_42.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		1024	256	20260611	weighted_spectral		graph_ordered_mps_fallback
48_42	very_hard	48	quimb_mst_cpu	quimb	tree_tensor_sim_session	challenge-48_42.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/mst_cpu/json/challenge-48_42.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260608	mst_dfs		graph_ordered_mps_fallback
48_42	very_hard	48	quimb_rcm_cpu	quimb	tree_tensor_sim_session	challenge-48_42.quimb_tree_graph_mps	started	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/rcm_cpu/json/challenge-48_42.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7		512	128	20260607	rcm		graph_ordered_mps_fallback
48_8	very_easy	48	aer_mps_adaptive_sweep	mps	mps_adaptive_sweep	adaptive_sweep_aggregate	ok	agent_work/mps_adaptive_sweep/report/tables/mps_adaptive_summary.tsv	quantum-junction	fc4f546		24576	64				classification=stable_mps; completed=4/4; exact_match=False; matches_previous=True; settings=cheap_check:4096/bd32x2; confirm:8192/bd64x2
48_8	very easy	48	algebraic_simplify_cxswap	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=54; snapped=76
48_8	very easy	48	algebraic_simplify_swaponly	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=54; snapped=76
48_8	very easy	48	collector_snapshot	collector	tree_tensor_sim_session	collector_selected:48_8	unknown	research/tree_tensor_sim_session/artifacts/collector/CANDIDATES.tsv	quantum-junction	801d2ef							selected from quimb_cpu_all
48_8	very easy	48	collector_snapshot	collector	quantum_peak_session	collector_selected:48_8	unknown	research/quantum_peak_session/results/current_candidates/CANDIDATES.tsv	quantum-junction	a6e43e8							selected from quimb_cpu_all
48_8	very easy	48	mpo_unswap_opus_raw_order	mpo	opus_combined	challenge-48_8:val_b4096_c0.002_snap	ok	outputs/opus_combined/challenge-48_8/val_b4096_c0.002_snap.json	quantum-junction	6a48044	numpy		4096	123		88.8	stopped=complete; raw-order output, not qiskit-normalized
48_8	very easy	48	quimb_cpu_all	quimb	tree_tensor_sim_session	challenge-48_8.quimb_tree_graph_mps	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all_cpu/json/challenge-48_8.quimb_tree_graph_mps.json	quantum-junction-tree-tensor	7b27bc7	numpy	1024	512	20260605	weighted_spectral	8.576204065000638	graph_ordered_mps_fallback
48_8	very easy	48	quimb_cpu_all	quimb	quantum_peak_session,tree_tensor_sim_session	collector_evidence:48_8:1	unknown	outputs/tree_tensor_sim/all_cpu/json/challenge-48_8.quimb_tree_graph_mps.json	quantum-junction	801d2ef			6			8.576204065000638	collector priority 80
56_22	easy	56	aer_mps_adaptive_sweep	mps	mps_adaptive_sweep	adaptive_sweep_aggregate	ok	agent_work/mps_adaptive_sweep/report/tables/mps_adaptive_summary.tsv	quantum-junction	fc4f546		32768	128				classification=stable_mps; completed=6/6; exact_match=False; matches_previous=True; settings=baseline:4096/bd64x2; bond_probe:4096/bd128x2; more_shots:8192/bd64x2
56_22	easy	56	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-56_22.tree_tensor_mps:trial1:rcm:bd64:seed20260605	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-56_22.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260605	rcm	7.844371510669589	graph_ordered_mps_fallback
56_22	easy	56	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-56_22.tree_tensor_mps:trial2:rcm:bd128:seed20260606	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-56_22.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260606	rcm	16.966997554991394	graph_ordered_mps_fallback
56_22	easy	56	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-56_22.tree_tensor_mps:trial3:spectral:bd64:seed20260607	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-56_22.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260607	spectral	11.177837352268398	graph_ordered_mps_fallback
56_22	easy	56	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-56_22.tree_tensor_mps:trial4:spectral:bd128:seed20260608	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-56_22.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260608	spectral	49.783353035803884	graph_ordered_mps_fallback
56_22	easy	56	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-56_22.tree_tensor_mps:trial5:mincut:bd64:seed20260609	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-56_22.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260609	mincut	9.286914402153343	graph_ordered_mps_fallback
56_22	easy	56	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-56_22.tree_tensor_mps:trial6:mincut:bd128:seed20260610	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-56_22.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260610	mincut	38.02538872277364	graph_ordered_mps_fallback
56_22	easy	56	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-56_22.tree_tensor_mps:trial7:greedy:bd64:seed20260611	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-56_22.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	64	20260611	greedy	7.745231229811907	graph_ordered_mps_fallback
56_22	easy	56	aer_tree_mps_all	mps	tree_tensor_sim_session	challenge-56_22.tree_tensor_mps:trial8:greedy:bd128:seed20260612	ok	../quantum-junction-tree-tensor/outputs/tree_tensor_sim/all/json/challenge-56_22.tree_tensor_mps.json	quantum-junction-tree-tensor	7b27bc7		8192	128	20260612	greedy	19.79966316698119	graph_ordered_mps_fallback
56_22	easy	56	algebraic_simplify_cxswap	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=186; snapped=297
56_22	easy	56	algebraic_simplify_swaponly	heuristic	algebraic_simplify	static_summary	static_analysis	agent_work/algebraic_simplify/summary.csv	quantum-junction	019dc8c							linear_windows=186; snapped=297
56_22	easy	56	collector_snapshot	collector	tree_tensor_sim_session	collector_selected:56_22	unknown	research/tree_tensor_sim_session/artifacts/collector/CANDIDATES.tsv	quantum-junction	801d2ef							selected from quimb_gpu_all
56_22	easy	56	collector_snapshot	collector	quantum_peak_session	collector_selected:56_22	unknown	research/quantum_peak_session/results/current_candidates/CANDIDATES.tsv	quantum-junction	a6e43e8							selected from quimb_gpu_all
56_22	easy	56	peaked_mpo_mps	mpo	tree_tensor_sim_session	challenge-56_22.peaked_mpo_mps	ok	../quantum-junction-tree-tensor/outputs/peaked_circuit_sim_all/json/challenge-56_22.peaked_mpo_mps.json	quantum-junction-tree-tensor	ebe2a6a	cuda		512	123		518.7864062460139	peaked circuit MPO/MPS marginal candidate
56_22	easy	56	peaked_mpo_mps	mpo	quantum_peak_session,tree_tensor_sim_session	challenge-56_22.peaked_mpo_mps	ok	outputs/peaked_circuit_sim_all/json/challenge-56_22.peaked_mpo_mps.json	quantum-junction	ebe2a6a	cuda		512	123		518.7864062460139	peaked circuit MPO/MPS marginal candidate
